t [s]	η [m]
5699.0	2.698312
5699.125	3.0829265
5699.25	3.4725149
5699.375	3.8539395
5699.5	4.212047
5699.625	4.53089
5699.75	4.795069
5699.875	4.9911613
5700.0	5.1090126
5700.125	5.142744
5700.25	5.0912557
5700.375	4.9585447
5700.5	4.7531633
5700.625	4.4874806
5700.75	4.1763926
5700.875	3.8359392
5701.0	3.4817343
5701.125	3.1275964
5701.25	2.7843666
5701.375	2.459182
5701.5	2.155177
5701.625	1.8717065
5701.75	1.6049137
5701.875	1.3487811
5702.0	1.0962219
5702.125	0.84036833
5702.25	0.575602
5702.375	0.29850358
5702.5	0.008322934
5702.625	-0.29284093
5702.75	-0.6002775
5702.875	-0.9072191
5703.0	-1.2056242
5703.125	-1.4870563
5703.25	-1.7436097
5703.375	-1.9686359
5703.5	-2.157363
5703.625	-2.3071682
5703.75	-2.4176683
5703.875	-2.490529
5704.0	-2.5291078
5704.125	-2.5380032
5704.25	-2.5225592
5704.375	-2.4884148
5704.5	-2.441217
5704.625	-2.3862896
5704.75	-2.3285708
5704.875	-2.272609
5705.0	-2.2224789
5705.125	-2.181825
5705.25	-2.1538196
5705.375	-2.140953
5705.5	-2.1448512
5705.625	-2.1660023
5705.75	-2.2033904
5705.875	-2.254254
5706.0	-2.3139565
5706.125	-2.3759415
5706.25	-2.4320228
5706.375	-2.4728184
5706.5	-2.4884167
5706.625	-2.4692478
5706.75	-2.4070117
5706.875	-2.2955363
5707.0	-2.1315851
5707.125	-1.9154098
5707.25	-1.6509352
5707.375	-1.3456692
5707.5	-1.0102161
5707.625	-0.65744793
5707.75	-0.30146638
5707.875	0.043595318
5708.0	0.36475205
5708.125	0.6512454
5708.25	0.8953869
5708.375	1.0930718
5708.5	1.2439452
5708.625	1.3511723
5708.75	1.4209279
5708.875	1.4615809
5709.0	1.4827595
5709.125	1.4943513
5709.25	1.5055875
5709.375	1.5243113
5709.5	1.5563595
5709.625	1.6053921
5709.75	1.6727505
5709.875	1.7577263
5710.0	1.8578696
5710.125	1.9694356
5710.25	2.0878348
5710.375	2.2080257
5710.5	2.3248715
5710.625	2.4332607
5710.75	2.5282524
5710.875	2.6050408
5711.0	2.6589084
5711.125	2.6852057
5711.25	2.6793506
5711.375	2.6369786
5711.5	2.554112
5711.625	2.427542
5711.75	2.255262
5711.875	2.0368829
5712.0	1.7740656
5712.125	1.4708861
5712.25	1.1339171
5712.375	0.77221924
5712.5	0.3969862
5712.625	0.020995475
5712.75	-0.3421737
5712.875	-0.6790851
5713.0	-0.97744334
5713.125	-1.2270633
5713.25	-1.4207125
5713.375	-1.5547193
5713.5	-1.6292678
5713.625	-1.6483427
5713.75	-1.6193471
5713.875	-1.5523636
5714.0	-1.4591949
5714.125	-1.3522223
5714.25	-1.2432534
5714.375	-1.1424407
5714.5	-1.0574416
5714.625	-0.99282855
5714.75	-0.9498765
5714.875	-0.9267828
5715.0	-0.91912436
5715.125	-0.92072093
5715.25	-0.9246134
5715.375	-0.9241143
5715.5	-0.9138056
5715.625	-0.8903366
5715.75	-0.8529119
5715.875	-0.80346286
5716.0	-0.7463908
5716.125	-0.6880206
5716.25	-0.63574797
5716.375	-0.59702545
5716.5	-0.5783078
5716.625	-0.58412164
5716.75	-0.61632615
5716.875	-0.67371345
5717.0	-0.7519624
5717.125	-0.84400517
5717.25	-0.94068164
5717.375	-1.0317008
5717.5	-1.106712
5717.625	-1.1563641
5717.75	-1.1732559
5717.875	-1.1526425
5718.0	-1.0927848
5718.125	-0.9949839
5718.25	-0.86319107
5718.375	-0.70343125
5718.5	-0.52293825
5718.625	-0.3292655
5718.75	-0.1294576
5718.875	0.070638604
5719.0	0.26678377
5719.125	0.45646656
5719.25	0.63871354
5719.375	0.8136618
5719.5	0.9819541
5719.625	1.1440728
5719.75	1.2997425
5719.875	1.4474918
5720.0	1.584481
5720.125	1.7065454
5720.25	1.8086201
5720.375	1.8853142
5720.5	1.9316195
5720.625	1.9437033
5720.75	1.9195173
5720.875	1.8592796
5721.0	1.765593
5721.125	1.6433145
5721.25	1.499075
5721.375	1.3405229
5721.5	1.1754978
5721.625	1.0111002
5721.75	0.85289705
5721.875	0.70435834
5722.0	0.5665984
5722.125	0.43844494
5722.25	0.31688893
5722.375	0.1977632
5722.5	0.07662713
5722.625	-0.05032543
5722.75	-0.18545088
5722.875	-0.329081
5723.0	-0.4792436
5723.125	-0.63178104
5723.25	-0.7807991
5723.375	-0.9194344
5723.5	-1.0408039
5723.625	-1.1390028
5723.75	-1.2100266
5723.875	-1.2524271
5724.0	-1.2676586
5724.125	-1.2600285
5724.25	-1.236239
5724.375	-1.204574
5724.5	-1.1738772
5724.625	-1.1523855
5724.75	-1.1466557
5724.875	-1.1606128
5725.0	-1.1949967
5725.125	-1.2471119
5725.25	-1.3110592
5725.375	-1.3782889
5725.5	-1.4385084
5725.625	-1.4807816
5725.75	-1.4946254
5725.875	-1.471115
5726.0	-1.4037043
5726.125	-1.2888235
5726.25	-1.1261501
5726.375	-0.9184972
5726.5	-0.6714756
5726.625	-0.3928979
5726.75	-0.09207704
5726.875	0.22091274
5727.0	0.5359218
5727.125	0.8432889
5727.25	1.1342725
5727.375	1.4012828
5727.5	1.6380264
5727.625	1.8394907
5727.75	2.0019288
5727.875	2.1228
5728.0	2.2007005
5728.125	2.2353976
5728.25	2.2278707
5728.375	2.1803024
5728.5	2.0961537
5728.625	1.9800963
5728.75	1.8378992
5728.875	1.6762166
5729.0	1.5022391
5729.125	1.3232855
5729.25	1.1463505
5729.375	0.97761565
5729.5	0.8220787
5729.625	0.6832672
5729.75	0.5630622
5729.875	0.46172568
5730.0	0.37807822
5730.125	0.3097779
5730.25	0.25368464
5730.375	0.20627478
5730.5	0.16398726
5730.625	0.12352241
5730.75	0.08201405
5730.875	0.037111644
5731.0	-0.01306395
5731.125	-0.06999642
5731.25	-0.13490032
5731.375	-0.20880093
5731.5	-0.29255345
5731.625	-0.3867883
5731.75	-0.49175638
5731.875	-0.6071223
5732.0	-0.73174685
5732.125	-0.863488
5732.25	-0.99914634
5732.375	-1.134489
5732.5	-1.2645231
5732.625	-1.383883
5732.75	-1.487391
5732.875	-1.570677
5733.0	-1.6307944
5733.125	-1.6666824
5733.25	-1.6795087
5733.375	-1.6726418
5733.5	-1.6514056
5733.625	-1.6224468
5733.75	-1.592907
5733.875	-1.5694697
5734.0	-1.5572897
5734.125	-1.5591632
5734.25	-1.5748622
5734.375	-1.6008618
5734.5	-1.630524
5734.625	-1.6546427
5734.75	-1.6624498
5734.875	-1.642867
5735.0	-1.585801
5735.125	-1.4835607
5735.25	-1.3318771
5735.375	-1.1306715
5735.5	-0.88431543
5735.625	-0.60135806
5735.75	-0.29381558
5735.875	0.023973467
5736.0	0.33672434
5736.125	0.6296752
5736.25	0.88995975
5736.375	1.1077133
5736.5	1.2767739
5736.625	1.3949572
5736.75	1.4638587
5736.875	1.4882241
5737.0	1.4750705
5737.125	1.4326063
5737.25	1.3692032
5737.375	1.2924799
5737.5	1.2086878
5737.625	1.1224236
5737.75	1.0366286
5737.875	0.9530151
5738.0	0.87253684
5738.125	0.7960947
5738.25	0.7251153
5738.375	0.6619824
5738.5	0.61025137
5738.625	0.5745449
5738.75	0.56013054
5738.875	0.572338
5739.0	0.6157522
5739.125	0.6934625
5739.25	0.8063212
5739.375	0.95251447
5739.5	1.1273556
5739.625	1.3234174
5739.75	1.5310339
5739.875	1.7390113
5740.0	1.9356157
5740.125	2.1094909
5740.25	2.2506952
5740.375	2.3514597
5740.5	2.406808
5740.625	2.4147816
5740.75	2.3764577
5740.875	2.295738
5741.0	2.1787326
5741.125	2.0331733
5741.25	1.8677438
5741.375	1.6912596
5741.5	1.5121108
5741.625	1.3376793
5741.75	1.1738709
5741.875	1.0248464
5742.0	0.8927907
5742.125	0.77779925
5742.25	0.6778613
5742.375	0.58889383
5742.5	0.50490713
5742.625	0.41823334
5742.75	0.31991458
5742.875	0.20021507
5743.0	0.049284283
5743.125	-0.14207979
5743.25	-0.38156027
5743.375	-0.67445904
5743.5	-1.0229058
5743.625	-1.4252577
5743.75	-1.8757334
5743.875	-2.364407
5744.0	-2.8776288
5744.125	-3.3986976
5744.25	-3.909048
5744.375	-4.3895087
5744.5	-4.821801
5744.625	-5.189875
5744.75	-5.4811153
5744.875	-5.6872272
5745.0	-5.8045597
5745.125	-5.8341703
5745.25	-5.781095
5745.375	-5.653605
5745.5	-5.4618106
5745.625	-5.2165174
5745.75	-4.927838
5745.875	-4.6042476
5746.0	-4.251937
5746.125	-3.8745575
5746.25	-3.4733922
5746.375	-3.0480473
5746.5	-2.5972488
5746.625	-2.1198707
5746.75	-1.6159383
5746.875	-1.0873498
5747.0	-0.5383576
5747.125	0.024381133
5747.25	0.592142
5747.375	1.1548294
5747.5	1.7019101
5747.625	2.2234495
5747.75	2.7110624
5747.875	3.1586845
5748.0	3.562961
5748.125	3.9232328
5748.25	4.2411447
5748.375	4.519972
5748.5	4.7634664
5748.625	4.974995
5748.75	5.156483
5748.875	5.307693
5749.0	5.425987
5749.125	5.506354
5749.25	5.5420136
5749.375	5.525208
5749.5	5.4485993
5749.625	5.30632
5749.75	5.0951557
5749.875	4.815547
5750.0	4.4719596
5750.125	4.0729914
5750.25	3.63078
5750.375	3.1602087
5750.5	2.6775906
5750.625	2.1992729
5750.75	1.7402488
5750.875	1.3129345
5751.0	0.92626727
5751.125	0.5852499
5751.25	0.2908837
5751.375	0.04062596
5751.5	-0.17087711
5751.625	-0.3508045
5751.75	-0.507096
5751.875	-0.6474708
5752.0	-0.77860296
5752.125	-0.90561014
5752.25	-1.0318284
5752.375	-1.1589229
5752.5	-1.2871667
5752.625	-1.4159924
5752.75	-1.5444739
5752.875	-1.6718053
5753.0	-1.7976251
5753.125	-1.9221443
5753.25	-2.046027
5753.375	-2.170154
5753.5	-2.2951367
5753.625	-2.4209695
5753.75	-2.5465338
5753.875	-2.6693747
5754.0	-2.7856236
5754.125	-2.8901598
5754.25	-2.9769318
5754.375	-3.0395665
5754.5	-3.0719447
5754.625	-3.0689273
5754.75	-3.0268555
5754.875	-2.944027
5755.0	-2.8208911
5755.125	-2.6600144
5755.25	-2.4658349
5755.375	-2.244183
5755.5	-2.001791
5755.625	-1.7456328
5755.75	-1.4824277
5755.875	-1.2181767
5756.0	-0.95790356
5756.125	-0.70556676
5756.25	-0.46414807
5756.375	-0.23585205
5756.5	-0.022414949
5756.625	0.17460409
5756.75	0.35357004
5756.875	0.5126196
5757.0	0.6496594
5757.125	0.7624729
5757.25	0.8489916
5757.375	0.9075908
5757.5	0.9374512
5757.625	0.93885714
5757.75	0.91341835
5757.875	0.86414796
5758.0	0.7953865
5758.125	0.7125904
5758.25	0.62194556
5758.375	0.529955
5758.5	0.44294208
5758.625	0.36657742
5758.75	0.3055099
5758.875	0.26306984
5759.0	0.24112497
5759.125	0.2400829
5759.25	0.25901294
5759.375	0.2958566
5759.5	0.3477473
5759.625	0.4113138
5759.75	0.4830119
5759.875	0.55940956
5760.0	0.6374197
5760.125	0.7144481
5760.25	0.78851193
5760.375	0.85826325
5760.5	0.92295325
5760.625	0.98237276
5760.75	1.0367318
5760.875	1.0865291
5761.0	1.1323733
5761.125	1.1748027
5761.25	1.2140865
5761.375	1.2500671
5761.5	1.2819817
5761.625	1.3083372
5761.75	1.3269331
5761.875	1.3348312
5762.0	1.3285904
5762.125	1.3045081
5762.25	1.258998
5762.375	1.1890286
5762.5	1.092597
5762.625	0.9691624
5762.75	0.82000655
5762.875	0.6483869
5763.0	0.45956612
5763.125	0.26055723
5763.25	0.059668686
5763.375	-0.13415919
5763.5	-0.31213942
5763.625	-0.46648872
5763.75	-0.591204
5763.875	-0.68271875
5764.0	-0.7402857
5764.125	-0.76607394
5764.25	-0.764933
5764.375	-0.743825
5764.5	-0.71101266
5764.625	-0.67505825
5764.75	-0.6438177
5764.875	-0.62348235
5765.0	-0.6178542
5765.125	-0.62793744
5765.25	-0.6518953
5765.375	-0.68540514
5765.5	-0.7223329
5765.625	-0.75571126
5765.75	-0.7787689
5765.875	-0.78601325
5766.0	-0.77410513
5766.125	-0.742419
5766.25	-0.69325364
5766.375	-0.6315993
5766.5	-0.56447977
5766.625	-0.5000278
5766.75	-0.44629696
5766.875	-0.4100936
5767.0	-0.39590234
5767.125	-0.4050988
5767.25	-0.43557966
5767.375	-0.48182437
5767.5	-0.5354646
5767.625	-0.58622783
5767.75	-0.62319237
5767.875	-0.6361517
5768.0	-0.6169701
5768.125	-0.5606774
5768.25	-0.46621963
5768.375	-0.3367274
5768.5	-0.1792818
5768.625	-0.004185068
5768.75	0.17615736
5768.875	0.34862316
5769.0	0.5008303
5769.125	0.6225234
5769.25	0.7066748
5769.375	0.75020385
5769.5	0.7542078
5769.625	0.7237192
5769.75	0.66698486
5769.875	0.5944007
5770.0	0.5172345
5770.125	0.44628683
5770.25	0.39065725
5770.375	0.35678262
5770.5	0.34779513
5770.625	0.3633463
5770.75	0.3998002
5770.875	0.45083213
5771.0	0.5082901
5771.125	0.5632248
5771.25	0.6069439
5771.375	0.63197297
5771.5	0.63280225
5771.625	0.60637873
5771.75	0.55226874
5771.875	0.47253892
5772.0	0.37137264
5772.125	0.2545058
5772.25	0.12857097
5772.375	0.00043031614
5772.5	-0.12341098
5772.625	-0.23726925
5772.75	-0.33657128
5772.875	-0.4179775
5773.0	-0.47935063
5773.125	-0.5196077
5773.25	-0.5385264
5773.375	-0.5365254
5773.5	-0.5144935
5773.625	-0.47369847
5773.75	-0.41575533
5773.875	-0.3427201
5774.0	-0.2571838
5774.125	-0.16243929
5774.25	-0.06259863
5774.375	0.037360754
5774.5	0.13163814
5774.625	0.21378238
5774.75	0.2770013
5774.875	0.3145838
5775.0	0.32040045
5775.125	0.28945205
5775.25	0.21839711
5775.375	0.10602165
5775.5	-0.046458744
5775.625	-0.2352114
5775.75	-0.45384583
5775.875	-0.693639
5776.0	-0.9439971
5776.125	-1.1930361
5776.25	-1.4283519
5776.375	-1.6377474
5776.5	-1.8100966
5776.625	-1.9359951
5776.75	-2.0084112
5776.875	-2.0230594
5777.0	-1.9786286
5777.125	-1.8767568
5777.25	-1.7217809
5777.375	-1.5202944
5777.5	-1.2805563
5777.625	-1.0117842
5777.75	-0.72342294
5777.875	-0.42446283
5778.0	-0.12284121
5778.125	0.17500287
5778.25	0.46435905
5778.375	0.7422747
5778.5	1.0073724
5778.625	1.259505
5778.75	1.4992394
5778.875	1.7273078
5779.0	1.9440799
5779.125	2.1490467
5779.25	2.3405087
5779.375	2.5154715
5779.5	2.6696594
5779.625	2.7978835
5779.75	2.8944125
5779.875	2.9537194
5780.0	2.9710476
5780.125	2.9430637
5780.25	2.8683994
5780.375	2.7479975
5780.5	2.585225
5780.625	2.3856616
5780.75	2.1568024
5780.875	1.9073765
5781.0	1.646565
5781.125	1.3832631
5781.25	1.125215
5781.375	0.8784014
5781.5	0.6465726
5781.625	0.43105486
5781.75	0.23083386
5781.875	0.042901646
5782.0	-0.13718724
5782.125	-0.31459263
5782.25	-0.4944416
5782.375	-0.6810793
5782.5	-0.87748194
5782.625	-1.084846
5782.75	-1.3024062
5782.875	-1.5275099
5783.0	-1.7559012
5783.125	-1.982186
5783.25	-2.200381
5783.375	-2.404525
5783.5	-2.5891502
5783.625	-2.7497332
5783.75	-2.8829308
5783.875	-2.9865935
5784.0	-3.0597663
5784.125	-3.1023428
5784.25	-3.114868
5784.375	-3.09817
5784.5	-3.0530794
5784.625	-2.9803762
5784.75	-2.8806396
5784.875	-2.7544043
5785.0	-2.6023834
5785.125	-2.4257002
5785.25	-2.2261643
5785.375	-2.0065901
5785.5	-1.770791
5785.625	-1.5236691
5785.75	-1.2709646
5785.875	-1.0189177
5786.0	-0.7738156
5786.125	-0.5414505
5786.25	-0.32658747
5786.375	-0.13248546
5786.5	0.03940608
5786.625	0.1896046
5786.75	0.32052416
5786.875	0.43621174
5787.0	0.5419052
5787.125	0.64349407
5787.25	0.74689883
5787.375	0.8575202
5787.5	0.9797447
5787.625	1.116617
5787.75	1.2696465
5787.875	1.4388629
5788.0	1.6229322
5788.125	1.8194598
5788.25	2.025264
5788.375	2.2367244
5788.5	2.4500697
5788.625	2.6614442
5788.75	2.8670878
5788.875	3.063219
5789.0	3.2459815
5789.125	3.4113073
5789.25	3.5548084
5789.375	3.6718185
5789.5	3.7574446
5789.625	3.8068058
5789.75	3.8153617
5789.875	3.7793753
5790.0	3.6962419
5790.125	3.5649984
5790.25	3.3865235
5790.375	3.1636534
5790.5	2.9010668
5790.625	2.6049473
5790.75	2.282514
5790.875	1.9412678
5791.0	1.5883998
5791.125	1.2300024
5791.25	0.87062436
5791.375	0.51290935
5791.5	0.15756151
5791.625	-0.1964057
5791.75	-0.5511411
5791.875	-0.909241
5792.0	-1.2729015
5792.125	-1.6430733
5792.25	-2.0187318
5792.375	-2.396422
5792.5	-2.770046
5792.625	-3.1310523
5792.75	-3.4689846
5792.875	-3.7722921
5793.0	-4.0294027
5793.125	-4.2298098
5793.25	-4.365272
5793.375	-4.4305897
5793.5	-4.4242735
5793.625	-4.3488765
5793.75	-4.2107177
5793.875	-4.0193624
5794.0	-3.7868733
5794.125	-3.5265508
5794.25	-3.2519274
5794.375	-2.9754717
5794.5	-2.707625
5794.625	-2.4561646
5794.75	-2.225675
5794.875	-2.0175374
5795.0	-1.8301638
5795.125	-1.6595582
5795.25	-1.500023
5795.375	-1.3449788
5795.5	-1.1877984
5795.625	-1.0224955
5795.75	-0.84429425
5795.875	-0.6500245
5796.0	-0.43824098
5796.125	-0.20921241
5796.25	0.035278723
5796.375	0.29222098
5796.5	0.557713
5796.625	0.82731646
5796.75	1.0963606
5796.875	1.3601762
5797.0	1.6143086
5797.125	1.8546221
5797.25	2.077372
5797.375	2.2793179
5797.5	2.457656
5797.625	2.6101804
5797.75	2.7352464
5797.875	2.8318293
5798.0	2.8995757
5798.125	2.9387476
5798.25	2.950179
5798.375	2.9352295
5798.5	2.8955433
5798.625	2.8329654
5798.75	2.7493033
5798.875	2.6461976
5799.0	2.5249667
5799.125	2.3866804
5799.25	2.2320986
5799.375	2.0618815
5799.5	1.8768231
5799.625	1.6780673
5799.75	1.4673623
5799.875	1.2472619
5800.0	1.0212138
5800.125	0.7935139
5800.25	0.56913376
5800.375	0.35338023
5800.5	0.15148352
5800.625	-0.031888135
5800.75	-0.1930978
5800.875	-0.32993177
5801.0	-0.44183183
5801.125	-0.5299545
5801.25	-0.59700495
5801.375	-0.64687204
5801.5	-0.6841038
5801.625	-0.71328676
5801.75	-0.73839766
5801.875	-0.7622505
5802.0	-0.78610826
5802.125	-0.8095012
5802.25	-0.8303251
5802.375	-0.845198
5802.5	-0.8500279
5802.625	-0.8407327
5802.75	-0.81402624
5802.875	-0.768119
5803.0	-0.7032898
5803.125	-0.62218463
5803.25	-0.52982295
5803.375	-0.4333072
5803.5	-0.3411915
5803.625	-0.26268435
5803.75	-0.20668034
5803.875	-0.18080053
5804.0	-0.19050422
5804.125	-0.23846313
5804.25	-0.32416025
5804.375	-0.44384444
5804.5	-0.5908367
5804.625	-0.75606024
5804.75	-0.928844
5804.875	-1.0978489
5805.0	-1.25195
5805.125	-1.3811234
5805.25	-1.4771252
5805.375	-1.5339286
5805.5	-1.5480043
5805.625	-1.5182949
5805.75	-1.4460486
5805.875	-1.334487
5806.0	-1.1884179
5806.125	-1.0138363
5806.25	-0.81753814
5806.375	-0.60682774
5806.5	-0.38927835
5806.625	-0.17254758
5806.75	0.03577178
5806.875	0.22830682
5807.0	0.3980984
5807.125	0.53885996
5807.25	0.6452916
5807.375	0.71344614
5807.5	0.74110353
5807.625	0.7280974
5807.75	0.6765574
5807.875	0.5909734
5808.0	0.4780867
5808.125	0.34652215
5808.25	0.20626408
5808.375	0.06789792
5808.5	-0.058217525
5808.625	-0.1628332
5808.75	-0.2386054
5808.875	-0.28075138
5809.0	-0.28746697
5809.125	-0.26005176
5809.25	-0.20273763
5809.375	-0.12222618
5809.5	-0.026983144
5809.625	0.07361314
5809.75	0.17021538
5809.875	0.25438115
5810.0	0.31936345
5810.125	0.3606462
5810.25	0.37627715
5810.375	0.36689565
5810.5	0.33552992
5810.625	0.2871706
5810.75	0.2281833
5810.875	0.16567715
5811.0	0.106825456
5811.125	0.05828076
5811.25	0.025687745
5811.375	0.013328955
5811.5	0.023942087
5811.625	0.05865395
5811.75	0.11704931
5811.875	0.19732168
5812.0	0.2964752
5812.125	0.41055906
5812.25	0.53491044
5812.375	0.6643816
5812.5	0.7935617
5812.625	0.9170065
5812.75	1.029425
5812.875	1.1259153
5813.0	1.2021815
5813.125	1.2547195
5813.25	1.2809933
5813.375	1.279608
5813.5	1.2503526
5813.625	1.1941878
5813.75	1.1131958
5813.875	1.0103656
5814.0	0.8893438
5814.125	0.75414073
5814.25	0.6087947
5814.375	0.45707998
5814.5	0.30226427
5814.625	0.14694321
5814.75	-0.007001717
5814.875	-0.15836327
5815.0	-0.30645803
5815.125	-0.4509319
5815.25	-0.591516
5815.375	-0.72784567
5815.5	-0.8592631
5815.625	-0.98479414
5815.75	-1.1031241
5815.875	-1.2127329
5816.0	-1.3120736
5816.125	-1.3997624
5816.25	-1.4747638
5816.375	-1.5365255
5816.5	-1.5850127
5816.625	-1.6206381
5816.75	-1.6440282
5816.875	-1.6557802
5817.0	-1.656129
5817.125	-1.64462
5817.25	-1.6198717
5817.375	-1.5794762
5817.5	-1.520045
5817.625	-1.4374729
5817.75	-1.3273642
5817.875	-1.1856086
5818.0	-1.0090199
5818.125	-0.79596454
5818.25	-0.5469185
5818.375	-0.26479205
5818.5	0.044936776
5818.625	0.37441427
5818.75	0.713837
5818.875	1.0521637
5819.0	1.3779345
5819.125	1.6802078
5819.25	1.9494199
5819.375	2.1781113
5819.5	2.3614373
5819.625	2.497311
5819.75	2.5863512
5819.875	2.6314526
5820.0	2.637139
5820.125	2.608852
5820.25	2.5521135
5820.375	2.4718187
5820.5	2.3717632
5820.625	2.2542512
5820.75	2.1201415
5820.875	1.9690241
5821.0	1.7997209
5821.125	1.6108181
5821.25	1.4012777
5821.375	1.1710062
5821.5	0.92123425
5821.625	0.65469074
5821.75	0.375579
5821.875	0.08926516
5822.0	-0.1981831
5822.125	-0.480572
5822.25	-0.7521735
5822.375	-1.0082538
5822.5	-1.2454425
5822.625	-1.4618928
5822.75	-1.657217
5822.875	-1.8322186
5823.0	-1.9884268
5823.125	-2.1275852
5823.25	-2.2510755
5823.375	-2.3594534
5823.5	-2.452195
5823.625	-2.5275548
5823.75	-2.582653
5823.875	-2.6139076
5824.0	-2.6174276
5824.125	-2.58965
5824.25	-2.5278826
5824.375	-2.4307928
5824.5	-2.2987921
5824.625	-2.1341066
5824.75	-1.9407945
5824.875	-1.7243654
5825.0	-1.491454
5825.125	-1.249246
5825.25	-1.0049733
5825.375	-0.7654444
5825.5	-0.53669727
5825.625	-0.32378414
5825.75	-0.1307444
5825.875	0.039321154
5826.0	0.1840584
5826.125	0.30165988
5826.25	0.3906689
5826.375	0.4499087
5826.5	0.47847363
5826.625	0.47590914
5826.75	0.44246107
5826.875	0.3794021
5827.0	0.28936523
5827.125	0.17659898
5827.25	0.047097623
5827.375	-0.09147828
5827.5	-0.23006955
5827.625	-0.3587087
5827.75	-0.46718016
5827.875	-0.545762
5828.0	-0.5859861
5828.125	-0.5813221
5828.25	-0.5276647
5828.375	-0.42362347
5828.5	-0.27049315
5828.625	-0.07196714
5828.75	0.16634218
5828.875	0.43759614
5829.0	0.73442996
5829.125	1.049639
5829.25	1.3767338
5829.375	1.7102207
5829.5	2.0456915
5829.625	2.3796535
5829.75	2.7090397
5829.875	3.0307877
5830.0	3.3411732
5830.125	3.63533
5830.25	3.9069583
5830.375	4.1481924
5830.5	4.3498673
5830.625	4.5020504
5830.75	4.594724
5830.875	4.6187634
5831.0	4.566905
5831.125	4.434533
5831.25	4.2205157
5831.375	3.927355
5831.5	3.5614104
5831.625	3.132468
5831.75	2.6530182
5831.875	2.137431
5832.0	1.600781
5832.125	1.0578063
5832.25	0.52196914
5832.375	0.0046110814
5832.5	-0.48543805
5832.625	-0.94203395
5832.75	-1.3615407
5832.875	-1.7424259
5833.0	-2.0846498
5833.125	-2.3890622
5833.25	-2.6567876
5833.375	-2.8888202
5833.5	-3.085753
5833.625	-3.2478042
5833.75	-3.3750632
5833.875	-3.4677613
5834.0	-3.5268602
5834.125	-3.5544093
5834.25	-3.5538955
5834.375	-3.5303154
5834.5	-3.4900975
5834.625	-3.4407008
5834.75	-3.3899379
5834.875	-3.3452969
5835.0	-3.3130546
5835.125	-3.2974882
5835.25	-3.300294
5835.375	-3.3202195
5835.5	-3.3530464
5835.625	-3.3918397
5835.75	-3.4276528
5835.875	-3.45034
5836.0	-3.449518
5836.125	-3.4157305
5836.25	-3.3412275
5836.375	-3.2207696
5836.5	-3.052054
5836.625	-2.8357668
5836.75	-2.5753634
5836.875	-2.2765265
5837.0	-1.9464023
5837.125	-1.5927943
5837.25	-1.2232666
5837.375	-0.8444644
5837.5	-0.46159393
5837.625	-0.078159906
5837.75	0.30396792
5837.875	0.68427426
5838.0	1.0630697
5838.125	1.4408833
5838.25	1.8177947
5838.375	2.1928291
5838.5	2.5635777
5838.625	2.9259539
5838.75	3.2742627
5838.875	3.6014833
5839.0	3.8997579
5839.125	4.161071
5839.25	4.3778973
5839.375	4.54399
5839.5	4.6548595
5839.625	4.7083063
5839.75	4.7044945
5839.875	4.6459723
5840.0	4.5375066
5840.125	4.385549
5840.25	4.197637
5840.375	3.9818404
5840.5	3.7460132
5840.625	3.4973338
5840.75	3.2417228
5840.875	2.983597
5841.0	2.7257128
5841.125	2.4691553
5841.25	2.2136252
5841.375	1.9576517
5841.5	1.6990606
5841.625	1.4354086
5841.75	1.1644225
5841.875	0.8844283
5842.0	0.59464693
5842.125	0.2954661
5842.25	-0.011502788
5842.375	-0.3234044
5842.5	-0.6363074
5842.625	-0.9454473
5842.75	-1.2455497
5842.875	-1.5312423
5843.0	-1.7974
5843.125	-2.0396
5843.25	-2.2543228
5843.375	-2.4392567
5843.5	-2.593365
5843.625	-2.7168624
5843.75	-2.8110218
5843.875	-2.8779275
5844.0	-2.9201357
5844.125	-2.9402757
5844.25	-2.9406514
5844.375	-2.9229329
5844.5	-2.8879867
5844.625	-2.8357224
5844.75	-2.7652175
5844.875	-2.6749818
5845.0	-2.5631738
5845.125	-2.4281957
5845.25	-2.2690423
5845.375	-2.0857368
5845.5	-1.8797208
5845.625	-1.6539441
5845.75	-1.4129133
5845.875	-1.1625152
5846.0	-0.90961236
5846.125	-0.66159546
5846.25	-0.4258062
5846.375	-0.2089606
5846.5	-0.016689556
5846.625	0.14686336
5846.75	0.2791943
5846.875	0.37945214
5847.0	0.4482309
5847.125	0.48724687
5847.25	0.49888828
5847.375	0.48577407
5847.5	0.45038164
5847.625	0.39476728
5847.75	0.3204985
5847.875	0.22874714
5848.0	0.12058347
5848.125	-0.0026033968
5848.25	-0.13862199
5848.375	-0.28401396
5848.5	-0.43369398
5848.625	-0.58080477
5848.75	-0.71679056
5848.875	-0.83177567
5849.0	-0.91517776
5849.125	-0.95654464
5849.25	-0.9465183
5849.375	-0.8777932
5849.5	-0.7459685
5849.625	-0.55022675
5849.75	-0.29364422
5849.875	0.016806602
5850.0	0.37068152
5850.125	0.7547858
5850.25	1.1541842
5850.375	1.5533749
5850.5	1.9374747
5850.625	2.293344
5850.75	2.6104655
5850.875	2.8814633
5851.0	3.1024003
5851.125	3.2725573
5851.25	3.3939502
5851.375	3.4705884
5851.5	3.5075936
5851.625	3.5102313
5851.75	3.4830759
5851.875	3.4293673
5852.0	3.3506129
5852.125	3.24647
5852.25	3.1149993
5852.375	2.953097
5852.5	2.7571816
